"pointid","xcoord","ycoord"
1606,564311.158879829,4814859.65390676
1607,563627.685631768,4815588.09250009
1608,562665.427243052,4816397.4687149
1609,562539.524276304,4816847.12216757
1610,560839.834225206,4822117.06063288
1611,559832.610491222,4822341.88735921
1612,558951.289723987,4822117.06063288
1613,557215.627396675,4823241.19426456
1614,557206.634327622,4823250.18733361
1615,557107.710568034,4823448.03485279
1616,556487.188803348,4824041.57741031
1617,556190.417524585,4824572.16848446
1618,555426.006655043,4825048.80114429
1619,553420.552256129,4826083.00408544
1620,553339.614634648,4826091.99715449
1621,552296.418624451,4826352.79615704
1622,549922.248394346,4827180.15850996
1623,549823.324634759,4827261.09613144
1624,548168.599928928,4829194.60597792
1625,545965.298010838,4828897.83469916
1626,544301.580235955,4828619.04955851
1627,544085.746578672,4828412.20897028
1628,542305.118906094,4829617.28022344
1629,542278.139698934,4829635.26636154
1630,541297.89517211,4830066.93367611
1631,539963.113923043,4831623.34777755
1632,537353.015373342,4830847.57245994
1633,536756.39530013,4830750.40692417
1634,535380.455734955,4830804.36533849
1635,534238.33596517,4831811.58907247
1636,532817.431054729,4830480.61485256
1637,531225.657832272,4830075.92674516
1638,529588.919264549,4829383.46042805
1639,524804.606528126,4827494.91592683
1640,523149.881822295,4824788.00214175
1641,519786.473996314,4823016.36753822
1642,517151.50476366,4821604.45569683
1643,516755.809725309,4821415.60124671
1644,516144.281029676,4821289.69827996
1645,515568.724610257,4820974.94086309
1646,514462.577116685,4819823.82802425
1647,513068.651413404,4816595.31623407
1648,511557.815812428,4810300.16789667
1649,511755.663331604,4809194.0204031
1650,512554.441441715,4808305.31160246
1651,513581.256349449,4807773.11549266
1652,514408.618702365,4806972.73234691
1653,514588.480083433,4805875.57792239
1654,515676.641438898,4804607.55518586
1655,516180.25330589,4804553.59677154
1656,518167.721566697,4804310.78390709
1657,520137.203689397,4803411.47700175
1658,520820.676937458,4803609.32452093
1659,520964.566042313,4803231.61562068
1660,521333.281873503,4802026.54436752
1661,521809.914533335,4801639.84239823
1662,522169.637295472,4801199.18201461
1663,488517.57289755,4799427.54741108
1664,488823.337245366,4798636.15733438
1665,531558.401387249,4799859.21472565
1666,498032.239956075,4799868.2077947
1667,502627.698242376,4800048.06917577
1668,556217.396731745,4800066.05531388
1669,507483.955531226,4800129.00679725
1670,559526.846143406,4800191.95828062
1671,520398.002691947,4800218.93748778
1672,539112.579392127,4800254.909764
1673,538707.891284723,4800039.07610672
1674,539544.246706692,4798546.22664385
1675,515784.558267539,4800398.79886885
1676,538698.89821567,4800452.75728317
1677,549832.317703812,4800488.72955939
1678,547350.230645066,4800470.74342128
1679,545470.6792129,4799724.31868985
1680,533779.689443446,4800902.41073584
1681,533905.592410194,4801972.5859532
1682,533734.724098178,4802161.44040332
1683,533033.264712011,4802440.22554398
1684,532151.943944775,4802763.9760299
1685,530020.586579113,4802934.84434192
1686,528959.404430809,4802035.53743658
1687,526980.929239055,4800803.48697626
1688,513275.492001633,4800938.38301206
1689,502852.524968712,4801001.33449543
1690,500838.077500744,4801037.30677165
1691,544760.226757679,4801064.28597881
1692,545092.970312656,4800839.45925247
1693,519507.688855658,4801073.27904786
1694,541837.479315316,4801226.16122177
1695,506494.717935349,4801271.12656703
1696,506827.461490326,4802089.4958509
1697,507115.239700036,4802269.35723197
1698,493976.365812979,4801280.11963609
1699,526549.261924491,4801379.04339568
1700,535407.434942116,4801477.96715526
1701,534786.913177429,4801540.91863864
1702,534795.906246483,4801513.93943148
1703,491170.52826831,4801513.93943148
1704,560983.723330061,4801558.90477674
1705,517969.874047522,4801648.83546728
1706,519921.370032115,4803312.55324216
1707,529382.07867632,4801702.7938816
1708,506224.925863746,4801837.6899174
1709,515352.890952974,4801900.64140077
1710,515541.745403096,4804580.5759787
1711,564068.346015386,4801954.5998151
1712,551837.772102726,4802224.3918867
1713,557719.239263667,4802233.38495575
1714,557908.093713789,4802404.25326777
1715,558834.379826292,4803060.74730867
1716,534265.31517233,4802431.23247493
1717,537619.729929259,4802449.21861303
1718,557404.481846797,4802494.1839583
1719,544769.219826733,4802674.04533937
1720,544679.289136198,4802620.08692505
1721,495828.938037985,4802862.89978949
1722,511899.552436459,4802880.8859276
1723,511998.476196046,4803096.71958488
1724,513095.630620564,4804229.84628561
1725,513554.277142289,4804508.63142627
1726,514138.826630762,4805039.22250042
1727,511710.697986337,4802889.87899665
1728,505784.265480129,4802916.85820381
1729,558735.456066704,4803087.72651583
1730,554490.727473487,4803141.68493015
1731,553663.365120572,4806136.37692494
1732,555947.604660142,4807575.26797349
1733,556801.946220218,4807692.17787118
1734,559337.991693284,4807934.99073562
1735,560821.848087099,4808303.70656681
1736,561649.210440014,4808132.8382548
1737,521944.810569136,4803204.63641352
1738,548816.100900775,4803312.55324216
1739,529957.635095739,4803348.52551838
1740,530029.579648167,4803348.52551838
1741,570894.085426937,4803357.51858743
1742,570885.092357884,4803474.42848512
1743,569347.277549748,4806406.16899654
1744,513931.986042533,4803366.51165648
1745,519552.654200925,4803483.42155418
1746,534319.273586651,4803492.41462323
1747,571019.988393685,4803528.38689945
1748,543717.030747482,4803600.33145187
1749,544580.365376611,4803753.21362578
1750,544724.254481466,4802970.81661813
1751,494246.157884582,4803744.22055673
1752,495756.993485558,4804724.46508355
1753,497474.669674762,4803888.10966158
1754,532808.437985675,4803789.18590199
1755,532133.957806668,4803312.55324216
1756,532214.895428149,4803825.15817821
1757,544949.081207801,4803996.02649022
1758,544850.157448214,4803951.06114496
1759,497897.343920273,4804067.97104265
1760,497519.63502003,4804005.01955928
1761,540803.276374172,4804193.8740094
1762,541109.040721988,4804706.47894544
1763,543744.009954642,4805893.5640605
1764,501035.925019919,4804607.55518586
1765,501746.37747514,4803483.42155418
1766,511899.552436459,4804670.50666923
1767,540839.248650385,4804706.47894544
1768,545227.866348458,4804751.44429071
1769,495685.048933131,4804787.41656693
1770,594779.676832838,4804895.33339557
1771,592216.652152611,4805461.89674593
1772,591164.463073361,4806073.42544156
1773,590310.121513285,4807710.16400929
1774,589500.745298477,4808069.88677143
1775,588385.604735852,4809149.05505784
1776,588259.701769104,4810498.01541585
1777,587594.21465915,4811532.21835699
1778,585741.642434144,4811873.95498103
1779,582468.165298697,4814490.93807557
1780,581703.754429156,4814463.95886841
1781,580435.731692623,4816109.69050519
1782,579176.702025143,4816352.50336963
1783,579113.750541769,4816550.35088881
1784,579059.792127448,4816829.13602946
1785,577557.949595526,4818088.16569694
1786,576334.89220426,4819068.41022377
1787,575300.689263116,4819895.77257668
1788,574707.14670559,4820165.56464828
1789,573978.708112262,4820255.49533882
1790,573654.957626339,4820453.34285799
1791,572719.678444783,4820929.97551783
1792,572081.170541989,4821100.84382984
1793,571451.655708249,4821613.44876589
1794,570660.265631548,4822512.75567123
1795,570345.508214678,4824077.54968653
1796,568987.554787611,4824644.11303689
1797,567881.407294039,4824904.91203944
1798,566019.84199998,4824850.95362512
1799,564868.729161141,4823789.77147682
1800,563115.080695723,4822710.6031904
1801,551693.882997871,4805138.14626001
1802,551810.792895566,4805219.08388149
1803,551792.806757459,4805228.07695054
1804,558942.296654933,4805237.0700196
1805,527574.471796581,4805309.01457202
1806,589473.766091316,4805353.97991729
1807,592234.638290718,4805407.93833161
1808,507690.796119455,4805470.88981498
1809,507861.66443147,4805839.60564618
1810,509930.070313758,4807008.70462312
1811,506809.475352219,4805470.88981498
1812,556828.925427378,4805533.84129836
1813,590993.594761345,4805587.79971268
1814,538114.348727197,4805605.78585079
1815,538411.12000596,4805974.50168198
1816,543249.391156704,4807089.6422446
1817,529966.628164793,4805632.76505795
1818,530290.378650716,4805084.18784569
1819,517565.185940117,4804787.41656693
1820,537188.062614694,4805866.58485334
1821,596290.512433814,4805938.52940576
1822,590732.795758796,4807701.17094024
1823,569239.360721107,4806055.43930346
1824,520568.871003962,4806109.39771778
1825,519660.571029566,4805120.1601219
1826,520353.03734668,4804310.78390709
1827,510379.72376643,4806316.23830601
1828,502384.885377933,4806505.09275613
1829,548294.502895676,4806550.0581014
1830,548105.648445554,4808285.72042871
1831,547988.738547859,4811280.4124235
1832,547871.828650165,4813007.08168176
1833,547988.738547859,4814661.80638759
1834,548825.093969828,4816595.31623407
1835,550245.99888027,4817989.24193736
1836,550281.971156483,4818402.92311381
1837,550138.082051629,4819482.09140022
1838,549832.317703812,4819958.72406005
1839,548852.073176988,4820947.96165593
1840,548213.565274195,4821982.16459708
1841,547629.015785722,4824275.3972057
1842,546792.660363754,4827584.84661736
1843,512636.98409884,4806648.98186098
1844,532547.638983126,4806666.96799909
1845,560444.139186855,4806684.9541372
1846,590031.336372629,4806990.71848501
1847,567854.428086879,4807026.69076123
1848,524390.925351668,4807053.66996839
1849,523851.341208463,4807134.60758987
1850,569518.145861763,4807107.62838271
1851,497537.621158136,4807341.4481781
1852,497321.787500854,4807080.64917555
1853,497762.447884472,4805758.66802469
1854,598871.523252147,4807404.39966147
1855,597828.32724195,4808186.79666912
1856,596272.526295707,4809077.11050541
1857,596110.651052745,4809355.89564607
1858,593160.924403221,4809706.62533915
1859,591784.984838047,4810677.87679692
1860,589482.75916037,4811775.03122144
1861,588709.355221775,4812512.46288382
1862,587486.297830509,4812296.62922654
1863,590921.650208918,4807584.26104254
1864,526090.615402766,4807647.21252591
1865,524067.174865745,4807908.01152846
1866,495828.938037985,4807719.15707834
1867,496980.050876824,4807431.37886863
1868,535758.164635199,4807746.1362855
1869,536117.887397336,4808780.33922665
1870,536423.651745153,4809158.04812689
1871,541118.033791042,4810551.97383017
1872,542359.077320414,4809391.86792228
1873,542862.689187406,4808456.58874072
1874,496917.09939345,4807764.12242361
1875,499749.916145279,4807782.10856172
1876,550407.874123231,4807809.08776888
1877,529202.217295251,4807818.08083793
1878,528950.411361755,4808312.69963587
1879,527916.208420611,4809355.89564607
1880,526405.372819636,4809760.58375347
1881,523158.874891349,4811721.07280712
1882,521621.060083213,4812530.44902193
1883,518995.083919612,4814652.81331853
1884,516495.01072276,4811028.60649
1885,516898.240298875,4808870.26991718
1886,516944.664175431,4808843.29071002
1887,517628.137423491,4806801.86403489
1888,555075.27696196,4807827.07390698
1889,555830.694762447,4807602.24718065
1890,569005.540925717,4807934.99073562
1891,596506.346091096,4808015.9283571
1892,505748.293203915,4808033.91449521
1893,506665.586247364,4808843.29071002
1894,511090.17622165,4809949.43820359
1895,511254.267521919,4809605.48552225
1896,511306.009878932,4809553.74316524
1897,508850.902027347,4808087.87290953
1898,572279.018061165,4808168.81053101
1899,570741.203253029,4813195.93613188
1900,569185.402306786,4816883.09444378
1901,568987.554787611,4817161.87958444
1902,568645.81816358,4817044.96968674
1903,568169.185503749,4816658.26771745
1904,566829.218214788,4816874.10137473
1905,565884.945964178,4819149.34784525
1906,563843.51928905,4821991.15766613
1907,503850.755633642,4808168.81053101
1908,506063.050620785,4809301.93723174
1909,555515.937345578,4808276.72735965
1910,567620.60829149,4808330.68577398
1911,516005.953271246,4806048.63561976
1912,539562.232844799,4808420.61646451
1913,597954.230208697,4808474.57487883
1914,535173.615146727,4808483.56794788
1915,524678.703561378,4808681.41546706
1916,524103.147141959,4808258.74122155
1917,530227.427167342,4808699.40160517
1918,588322.653252478,4808807.31843381
1919,501683.425991766,4808834.29764097
1920,503868.741771749,4810372.1124491
1921,504606.17343413,4809985.41047981
1922,552278.432486344,4808960.20060771
1923,551621.938445444,4811361.35004498
1924,551361.139442894,4812422.53219328
1925,551747.841412192,4815705.00239778
1926,551343.153304788,4816604.30930313
1927,568241.130056176,4809050.13129825
1928,536072.922052069,4809050.13129825
1929,517133.719936502,4809730.38621244
1930,537233.027959961,4818474.86766624
1931,536243.790364084,4820039.66168154
1932,535596.289392238,4820480.32206515
1933,534634.031003521,4820687.16265338
1934,534310.280517598,4820831.05175824
1935,531801.214251692,4822287.92894489
1936,527844.263868184,4821847.26856127
1937,522205.609571685,4821559.49035157
1938,521495.157116465,4819293.2369501
1939,520748.73238503,4818160.11024937
1940,519876.404686848,4815974.79446939
1941,520595.030509289,4815993.42634808
1942,519219.910645948,4815138.43904742
1943,583331.499927826,4809796.55602968
1944,582800.908853674,4811289.40549255
1945,583043.721718116,4811999.85794777
1946,522736.200645838,4809895.47978927
1947,528159.021285054,4809904.47285832
1948,588844.251257576,4810138.29265371
1949,543294.356501971,4810219.23027519
1950,556055.521488783,4810228.22334425
1951,560408.166910642,4808843.29071002
1952,546603.805913632,4810246.20948236
1953,596515.339160149,4810300.16789667
1954,595966.76194789,4810309.16096573
1955,594401.967932594,4810300.16789667
1956,551289.194890467,4810327.14710384
1957,569311.305273534,4810489.0223468
1958,521171.406630541,4810489.0223468
1959,527223.742103497,4810524.99462301
1960,500712.174533996,4810632.91145165
1961,502007.176477689,4811487.25301173
1962,545767.450491663,4810830.75897083
1963,547548.078164242,4812620.37971246
1964,504498.256605489,4810884.71738515
1965,583529.347447001,4810920.68966136
1966,567323.837012727,4810956.66193758
1967,592207.659083558,4810965.65500663
1968,592045.783840596,4810929.68273041
1969,553744.302742052,4811091.55797338
1970,582648.026679766,4811181.48866391
1971,499767.902283386,4811244.44014729
1972,500595.264636301,4812125.76091452
1973,501980.197270529,4811541.21142605
1974,564356.124225096,4811253.43321634
1975,589968.384889255,4811262.42628539
1976,518635.361157475,4811316.38469971
1977,592936.097676886,4811496.24608078
1978,563133.06683383,4811595.16984037
1979,578736.041641525,4811819.9965667
1980,578610.138674777,4815183.40439269
1981,556298.334353226,4811918.92032629
1982,595454.157011845,4811963.88567156
1983,566181.717242941,4811990.86487872
1984,558771.428342918,4811990.86487872
1985,560264.277805787,4812602.39357435
1986,560480.111463069,4812800.24109353
1987,546405.958394456,4811999.85794777
1988,541171.992205362,4812035.83022399
1989,551334.160235734,4812053.81636209
1990,498940.539930471,4812062.80943115
1991,499561.061695157,4812539.44209098
1992,524265.02238492,4812116.76784547
1993,576011.141718337,4812368.57377896
1994,577378.088214458,4814095.24303722
1995,560192.333253359,4812395.55298612
1996,509885.104968491,4812485.48367666
1997,510081.892467174,4812790.43758775
1998,529139.265811877,4812494.47674571
1999,526486.310441117,4816019.75981465
2000,526000.684712232,4816901.08058189
2001,525631.968881041,4817935.28352303
2002,523167.867960402,4818411.91618287
2003,523113.909546082,4818429.90232097
2004,522943.041234066,4818726.67359974
2005,587108.588930265,4812818.22723163
2006,558879.345171559,4812917.15099122
2007,498913.560723311,4812989.09554365
2008,505622.390237167,4812998.0886127
2009,509751.074906808,4814515.07796523
2010,508527.151541424,4813106.00544134
2011,502124.086375384,4813150.97078661
2012,531765.241975478,4813357.81137484
2013,527601.451003741,4818402.92311381
2014,591038.560106613,4813429.75592727
2015,590507.96903246,4813420.76285821
2016,589329.876986461,4812863.1925769
2017,590489.982894353,4813492.70741064
2018,543860.919852337,4813564.65196307
2019,545245.852486564,4814913.61232108
2020,545623.561386808,4814679.79252569
2021,572261.031923058,4813591.63117023
2022,523248.805581883,4813699.54799887
2023,574104.61107901,4814032.29155385
2024,574869.021948552,4814248.12521113
2025,564194.248982134,4814311.0766945
2026,526171.553024247,4814311.0766945
2027,589132.029467286,4814401.00738504
2028,545461.686143847,4814481.94500652
2029,529840.725198045,4814697.7786638
2030,528437.80642571,4817116.91423917
2031,575021.90412246,4814832.6746996
2032,562899.247038441,4814859.65390676
2033,542161.229801239,4814859.65390676
2034,543348.314916291,4816217.60733383
2035,556226.389800798,4815084.4806331
2036,556415.24425092,4816577.33009597
2037,557467.433330171,4820705.14879149
2038,528941.418292702,4815390.24498091
2039,505127.771439228,4815597.08556914
2040,506117.009035105,4815309.30735943
2041,567188.940976925,4815633.05784536
2042,566838.211283842,4816604.30930313
2043,558060.975887697,4815651.04398346
2044,559868.582767436,4820390.39137462
2045,555614.861105165,4815848.89150264
2046,560273.27087484,4815866.87764075
2047,553699.337396785,4815947.81526223
2048,554832.464097517,4819652.95971224
2049,555902.639314875,4819787.85574804
2050,582495.144505857,4816055.73209087
2051,578016.596117251,4816055.73209087
2052,523608.52834402,4817845.3528325
2053,551325.167166681,4816253.57961004
2054,566694.322178987,4816370.48950774
2055,570264.570593197,4816388.47564584
2056,568322.067677657,4816478.40633638
2057,534022.502307888,4816550.35088881
2058,506152.981311319,4816784.1706842
2059,543474.217883039,4817323.7548274
2060,573331.207140416,4817368.72017267
2061,546666.757397006,4817413.68551794
2062,539337.406118463,4817413.68551794
2063,537358.930926709,4818330.97856139
2064,569149.430030572,4817566.56769184
2065,523707.452103608,4817566.56769184
2066,554688.574992662,4817908.30431587
2067,577692.845631327,4817953.26966114
2068,582540.109851124,4817980.2488683
2069,582207.366296148,4817926.29045398
2070,581811.671257797,4817881.32510871
2071,513005.69993003,4818034.20728262
2072,506800.482283166,4818268.02707801
2073,507654.823843241,4818870.56270459
2074,508257.359469821,4819464.10526212
2075,509219.617858538,4820192.54385544
2076,551028.395887918,4818295.00628517
2077,568501.929058725,4818402.92311381
2078,580561.634659371,4818501.8468734
2079,531963.089494653,4818564.79835677
2080,531495.449903875,4818600.77063299
2081,529795.759852778,4819814.8349552
2082,531522.429111035,4818591.77756393
2083,520667.79476355,4818609.76370204
2084,565255.431130439,4818636.7429092
2085,546414.95146351,4818762.64587595
2086,573430.130900003,4818843.58349743
2087,507061.281285715,4818933.51418796
2088,523821.500836385,4819231.42249927
2089,560606.014429817,4818960.49339512
2090,549904.262256239,4819140.35477619
2091,539957.92788315,4819149.34784525
2092,571829.364608493,4819473.09833117
2093,584509.591973825,4819590.00822886
2094,544193.663407314,4819625.98050508
2095,553861.212639747,4819742.89040277
2096,550299.95729459,4820111.60623396
2097,530704.059827174,4820192.54385544
2098,534211.35675801,4820237.50920071
2099,582396.22074627,4820768.10027486
2100,582324.276193842,4820777.09334392
2101,582207.366296148,4819985.70326722
2102,578718.055503418,4820777.09334392
2103,581487.920771873,4820813.06562013
2104,536450.630952313,4820956.95472499
2105,571937.281437134,4820974.94086309
2106,505685.341720541,4820992.9270012
2107,542556.92483959,4821019.90620836
2108,543141.474328063,4822359.87349732
2109,545092.970312656,4826937.34564551
2110,544328.559443115,4828601.0634204
2111,567656.580567703,4821136.81610605
2112,571352.731948662,4821577.47648967
2113,535038.719110925,4821712.37252547
2114,555713.784864753,4821847.26856127
2115,542853.696118353,4821901.2269756
2116,548006.724685966,4822009.14380424
2117,565003.625196943,4822215.98439247
2118,506989.336733288,4822224.97746152
2119,540308.657576233,4822269.94280679
2120,540272.685300019,4823214.2150574
2121,543627.100056948,4826244.8793284
2122,574131.590286171,4822332.89429016
2123,532071.006323294,4822359.87349732
2124,523077.937269868,4822611.67943082
2125,522160.644226418,4821721.36559453
2126,551774.820619352,4823160.25664308
2127,553429.545325183,4825912.13577342
2129,539166.537806448,4823196.22891929
2130,580004.064378058,4823241.19426456
2131,553897.184915961,4823250.18733361
2132,571685.475503639,4823457.02792184
2133,575660.412025253,4823573.93781953
2134,576074.093201711,4822701.61012135
2135,549481.588010728,4824005.6051341
2136,523032.971924601,4822242.96359963
2137,577234.199109603,4824482.23779393
2138,577117.289211908,4824239.42492949
2139,560372.194634428,4824518.21007014
2140,571541.586398784,4824527.2031392
2141,577027.358521374,4824716.05758932
2142,567989.32412268,4825111.75262767
2143,537251.014098068,4825111.75262767
2144,538303.203177319,4829608.28715438
2145,539787.059571134,4825192.69024915
2146,539661.156604387,4826820.43574782
2147,558690.490721437,4825300.60707779
2148,558573.580823743,4825075.78035146
2149,544121.718854886,4825381.54469927
2150,556828.925427378,4825597.37835655
2151,542440.014941895,4825615.36449466
2152,555857.673969608,4826038.03874017
2153,562539.524276304,4826199.91398313
2154,563007.163867082,4826091.99715449
2155,552269.439417291,4826289.84467367
2156,517610.151285385,4826334.81001893
2157,517484.248318637,4826145.95556881
2158,517412.303766209,4825876.16349721
2159,571253.808189074,4826406.75457136
2160,570804.154736403,4826199.91398313
2161,573672.943764446,4826667.55357391
2162,573448.11703811,4826829.42881687
2163,571352.731948662,4827045.26247416
2164,539589.212051959,4826712.51891918
2165,507555.900083654,4826865.40109309
2166,509066.735684629,4828879.84856105
2167,510262.813868735,4829329.50201373
2168,515581.512205012,4825123.27296816
2169,547467.140542761,4826937.34564551
2170,571325.752741501,4827171.1654409
2171,542790.744634979,4827270.08920049
2172,573834.819007407,4827404.98523629
2173,563151.052971937,4827665.78423884
2174,563375.879698272,4827593.83968641
2175,554472.74133538,4827719.74265316
2176,553483.503739503,4826595.60902148
2177,524417.690980573,4827107.99521588
2178,565543.209340148,4827989.53472477
2179,566037.828138087,4825147.72490388
2180,506404.787244815,4828016.51393193
2181,508590.103024798,4828870.855492
2182,542314.111975147,4828052.48620814
2183,538348.168522586,4828187.38224394
2184,569392.242895015,4828196.37531299
2185,568088.247882268,4827863.63175802
2186,554517.706680647,4828511.13272986
2187,553483.503739503,4826667.55357391
2188,551478.049340589,4829005.7515278
2189,553204.718598847,4829104.67528739
2190,518721.568633451,4828622.08298365
2191,517843.971080774,4827458.94365061
2192,563645.671769875,4829563.32180911
2193,563160.04604099,4828996.75845875
2194,563115.080695723,4828852.86935389
2195,506036.071413625,4829644.2594306
2196,542359.077320414,4829761.16932829
2197,567548.663739062,4829779.1554664
2198,567926.372639306,4829905.05843315
2199,568636.825094527,4829392.4534971
2200,535218.580491994,4829806.13467356
2201,576694.614966397,4830039.95446895
2202,573466.103176217,4830885.30295997
2203,572054.191334829,4831011.20592672
2204,570372.487421838,4832378.15242284
2205,569446.201309335,4832189.29797272
2206,568969.568649504,4831478.84551749
2207,569221.374583,4830345.71881676
2208,510091.94555672,4830228.80891907
2209,569778.944864312,4830327.73267866
2210,560372.194634428,4830336.72574771
2211,561001.709468168,4830228.80891907
2212,562053.898547419,4829482.38418763
2213,518320.603740605,4830426.65643824
2214,517772.026528346,4828951.79311348
2215,517556.192871064,4828708.98024904
2216,571919.295299028,4830453.6356454
2217,567386.788496101,4830516.58712878
2218,551855.758240833,4830579.53861215
2219,551334.160235734,4830903.28909808
2220,550560.756297139,4830723.42771701
2221,548303.495964729,4829770.16239734
2222,532952.32709053,4830687.45544079
2223,573493.082383377,4830732.42078606
2224,550452.839468498,4830930.26830524
2225,560399.173841588,4830993.21978861
2226,556756.98087495,4831092.1435482
2227,557143.682844248,4830687.45544079
2228,557215.627396675,4831137.10889346
2229,551478.049340589,4831460.85937939
2230,511818.614814978,4831514.81779371
2231,546540.854430258,4831541.79700087
2232,548060.683100287,4831505.82472465
2233,568735.748854115,4831640.72076046
2234,559661.742179207,4832378.15242284
2235,565525.223202041,4832423.1177681
2236,564823.763815874,4832728.88211592
2237,564517.999468058,4832117.35342029
2238,564212.235120241,4831595.75541519
2239,525542.038190507,4833691.14050464
2240,524984.467909194,4834248.71078595
2241,523860.334277516,4834743.32958389
2242,523806.375863195,4834617.42661714
2243,519849.425479688,4831757.63065815
2244,519570.640339032,4831604.74848424
2245,519085.014610146,4830543.56633594
2246,517025.601796912,4831397.90789601
2247,539625.184328173,4832791.8335993
2248,508221.387193607,4832818.81280646
2249,511737.677193497,4834752.32265294
2250,512466.115786824,4834779.3018601
2251,513374.415761221,4834671.38503146
2252,573286.241795148,4832890.75735888
2253,572944.505171118,4833232.49398291
2254,562665.427243052,4833070.61873995
2255,563618.692562715,4833169.54249954
2256,554661.595785502,4833466.3137783
2257,554436.769059166,4834626.41968619
2258,550695.652332941,4834203.74544068
2259,549337.698905873,4834590.44740998
2260,548474.364276745,4834041.87019772
2261,548438.392000531,4833655.16822842
2262,510973.266323956,4833709.12664274
2263,558375.733304567,4833763.08505706
2264,559697.714455421,4835480.76124627
2265,559751.672869741,4836721.80477564
2266,557584.343227866,4837917.88295975
2267,557575.350158812,4837980.83444312
2268,556873.890772645,4839752.46904665
2269,556676.04325347,4840130.17794689
2270,556613.091770096,4840561.84526146
2271,555354.062102616,4842198.58382918
2272,555273.124481135,4842396.43134835
2273,555156.21458344,4843178.828356
2274,554841.457166571,4844105.11446851
2275,554796.491821303,4844311.95505673
2276,554418.78292106,4845903.72827919
2277,551505.028547749,4847243.69556815
2278,550893.499852116,4847657.37674461
2279,549274.747422499,4847432.55001827
2280,545173.907934137,4846578.2084582
2281,544238.628752581,4846128.55500553
2282,543285.363432917,4846182.51341985
2283,540488.518957302,4847072.82725614
2284,540038.86550463,4847270.67477531
2285,537170.076476587,4848736.54503102
2286,536153.85967355,4850993.80536343
2287,535173.615146727,4850724.01329183
2288,533734.724098178,4848547.6905809
2289,533689.758752911,4847225.70943004
2290,532502.673637859,4846749.07677021
2291,531972.082563707,4845184.28275492
2292,531108.747934578,4845166.29661681
2293,526000.684712232,4840723.72050442
2294,524777.627320966,4837171.45822831
2295,523959.258037104,4836092.2899419
2296,523878.320415623,4835903.43549178
2297,552809.023560496,4833826.03654044
2298,568420.991437245,4833897.98109287
2299,568744.741923168,4833888.98802381
2300,569635.055759457,4832504.05538958
2301,548177.592997981,4833933.95336908
2302,548393.426655264,4833790.06426423
2303,543779.982230856,4833933.95336908
2304,540812.269443225,4832549.02073485
2305,540340.17280012,4831487.49452155
2306,548600.267243493,4834293.67613122
2307,522430.436298021,4834374.6137527
2308,525551.03125956,4834437.56523607
2309,540389.595197714,4834446.55830513
2310,574392.38928872,4834554.47513377
2311,554841.457166571,4834635.41275525
2312,538204.279417731,4834743.32958389
2313,567611.615222436,4834761.315722
2314,568079.254813214,4834842.25334348
2315,513500.318727969,4834851.24641253
2316,569095.471616252,4834914.1978959
2317,570705.230976815,4833637.18209032
2318,520029.286860756,4834914.1978959
2319,519804.460134421,4834689.37116957
2320,519624.598753352,4834968.15631022
2321,519660.571029566,4834941.17710306
2322,564113.311360653,4834977.14937928
2323,564526.992537111,4834680.37810051
2324,519552.654200925,4835174.99689845
2325,560597.021360764,4835255.93451993
2326,524598.199619307,4835159.75865896
2327,524193.077832493,4835022.11472454
2328,523878.320415623,4834815.27413632
2329,546999.500951983,4835732.56717977
2330,547071.44550441,4835750.55331787
2331,547404.189059387,4835714.58104166
2332,557512.398675438,4835813.50480125
2333,557215.627396675,4837342.32654033
2334,511971.496988886,4835912.42856083
2335,565021.173538329,4835615.21948535
2336,524453.876835042,4836137.25528717
2337,516530.982998973,4836191.21370149
2338,573879.784352675,4836236.17904676
2339,573870.791283621,4836227.1859777
2340,572719.678444783,4836146.24835622
2341,571973.253713348,4834617.42661714
2342,542431.021872842,4836407.04735877
2343,538159.314072464,4840480.90763997
2344,536396.672537993,4841569.06899544
2345,533644.793407644,4836946.63150198
2346,553645.378982465,4836478.9919112
2347,552719.092869962,4837000.5899163
2348,552197.494864863,4836326.10973729
2349,550237.005811216,4834923.19096496
2350,575912.217958749,4836523.95725647
2351,536702.436885809,4836559.92953268
2352,536396.672537993,4836865.6938805
2353,551909.716655153,4836631.87408511
2354,547871.828650165,4836640.86715416
2355,556397.258112813,4836649.86022322
2356,570867.106219777,4836676.83943038
2357,571226.828981914,4836487.98498025
2358,518608.381950315,4836892.67308766
2359,520586.857142069,4837396.28495465
2360,521917.831361976,4837072.53446873
2361,523833.355070356,4835957.3939061
2362,571145.891360433,4836910.65922576
2363,549715.407806117,4836964.61764008
2364,537646.709136419,4837315.34733317
2365,545389.741591419,4837531.18099045
2366,546450.923739724,4837279.37505696
2367,553105.794839259,4837729.02850963
2368,519804.460134421,4837765.00078584
2369,523766.837684203,4837044.8228423
2370,523652.157832192,4836327.44559439
2371,515856.502819966,4838052.77899555
2372,516827.754277736,4839149.93342007
2373,521639.04622132,4837818.95920016
2374,573349.193278522,4838070.76513366
2375,573196.311104614,4838070.76513366
2376,576325.899135207,4838655.31462213
2377,573978.708112262,4840615.80367578
2378,573762.87445498,4840274.06705175
2379,571937.281437134,4838088.75127176
2380,547044.46629725,4838727.25917456
2381,546549.847499311,4837872.91761448
2382,546540.854430258,4837603.12554288
2383,524540.331241267,4837677.62713789
