mixture_collection,repunit,bs_corrected_repunit_ppn
snake_southparkastoria_2021,deadmansbar_NA,1.1799998200852503e-4
snake_southparkastoria_2021,dell_NA,0.04139677403693867
snake_southparkastoria_2021,ditch_NA,2.1290688645871436e-4
snake_southparkastoria_2021,dog_NA,0.09589386608558129
snake_southparkastoria_2021,fish_grosventre,1.3593117656919665e-4
snake_southparkastoria_2021,fish_NA,0.07790225876367046
snake_southparkastoria_2021,spreadnf_flagstaff,4.3965491604707244e-4
snake_southparkastoria_2021,flat_NA,0
snake_southparkastoria_2021,fordspring_NA,0
snake_southparkastoria_2021,goosewing_NA,3.8853024850019123e-4
snake_southparkastoria_2021,granite_lower,0.03879273590386541
snake_southparkastoria_2021,granite_upper,0
snake_southparkastoria_2021,grosventre_lower,0.012391695898276713
snake_southparkastoria_2021,hoback_upper,0.07831024868295954
snake_southparkastoria_2021,horse_NA,0.03050690917165404
snake_southparkastoria_2021,lava_NA,0
snake_southparkastoria_2021,leidy_NA,3.1442969126244455e-4
snake_southparkastoria_2021,littlegreys_steer,0.031852495303526254
snake_southparkastoria_2021,lowerbarbc_NA,0.03232506187258512
snake_southparkastoria_2021,mosquito_NA,0.08457864142009566
snake_southparkastoria_2021,northbuffalofork_NA,6.010100352145513e-4
snake_southparkastoria_2021,deadman_greys,0.014574082816762144
snake_southparkastoria_2021,pacific_NA,0
snake_southparkastoria_2021,rock_NA,1.8582164433371022e-4
snake_southparkastoria_2021,shoal_NA,0.030933449006745987
snake_southparkastoria_2021,slate_NA,2.18373105809572e-4
snake_southparkastoria_2021,snakeriversidechannel_NA,0
snake_southparkastoria_2021,spread_southfork,8.517038930041147e-5
snake_southparkastoria_2021,spread_uppermainstem,0
snake_southparkastoria_2021,spring_nps,1.6544189003636381e-4
snake_southparkastoria_2021,spring_tss,0
snake_southparkastoria_2021,threechannel_NA,0
snake_southparkastoria_2021,upperbarbc_NA,1.216781763805408e-4
snake_southparkastoria_2021,white_NA,0
snake_southparkastoria_2021,willow_NA,0.07814948528089402
snake_moosewilson_2021,bailey_NA,0
snake_moosewilson_2021,blackrock_lower,2.224319949928118e-4
snake_moosewilson_2021,blackrock_upper,0
snake_moosewilson_2021,blacktail_NA,0.0952683014205001
snake_moosewilson_2021,blindbull_NA,0
snake_moosewilson_2021,cody_bluecrane,2.1694853373750858e-5
