mixture_collection,repunit,bs_corrected_repunit_ppn
snake_pacificdeadmans,shoal_NA,0.007105263783320951
snake_pacificdeadmans,slate_NA,2.0288386265575475e-4
snake_pacificdeadmans,snakeriversidechannel_NA,0.07026149251177141
snake_pacificdeadmans,spread_southfork,4.113929326326141e-6
snake_pacificdeadmans,spread_uppermainstem,0
snake_pacificdeadmans,spring_nps,0.007369623829677975
snake_pacificdeadmans,spring_tss,0
snake_pacificdeadmans,threechannel_NA,0.017327924439149132
snake_pacificdeadmans,upperbarbc_NA,0.20124811480353025
snake_pacificdeadmans,white_NA,0
snake_pacificdeadmans,willow_NA,0
