watername,location,site,date,year,locationsub,start.lat,start.lon,stop.lat,stop.lon,method,pass,genID,CORRgenID,species,life.stage,spawncond,sex,TL.mm,TL.in,FL.mm,weight.g,weight.lbs,count,lice,notes,survey.notes,collection.type,run,sizecat
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1032,20TJ1032,SRC,fry,NA,NA,48,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1033,20TJ1033,SRC,fry,NA,NA,35,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1034,20TJ1034,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1035,20TJ1035,SRC,fry,NA,NA,44,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1036,20TJ1036,SRC,fry,NA,NA,50,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1037,20TJ1037,SRC,fry,NA,NA,38,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1038,20TJ1038,SRC,fry,NA,NA,45,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1039,20TJ1039,SRC,fry,NA,NA,45,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1040,20TJ1040,SRC,fry,NA,NA,56,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1041,20TJ1041,SRC,fry,NA,NA,46,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1042,20TJ1042,SRC,fry,NA,NA,45,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1043,20TJ1043,SRC,fry,NA,NA,46,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1044,20TJ1044,SRC,fry,NA,NA,45,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1045,20TJ1045,SRC,fry,NA,NA,35,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1046,20TJ1046,SRC,fry,NA,NA,40,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1047,20TJ1047,SRC,fry,NA,NA,44,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1048,20TJ1048,SRC,fry,NA,NA,33,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1049,20TJ1049,SRC,fry,NA,NA,48,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1050,20TJ1050,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1051,20TJ1051,SRC,fry,NA,NA,51,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32097,-110.75784,43.32316,-110.78215,dip net,NA,20TJ1052,20TJ1052,SRC,fry,NA,NA,43,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1053,20TJ1053,SRC,fry,NA,NA,46,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1054,20TJ1054,SRC,fry,NA,NA,35,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1055,20TJ1055,SRC,fry,NA,NA,46,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1056,20TJ1056,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1057,20TJ1057,SRC,fry,NA,NA,33,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1058,20TJ1058,SRC,fry,NA,NA,50,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1059,20TJ1059,SRC,fry,NA,NA,56,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1060,20TJ1060,SRC,fry,NA,NA,42,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
fall,lower,fall_lower,9/2/20,2020,NA,43.32316,-110.78215,43.32473,-110.78855,dip net,NA,20TJ1061,20TJ1061,SRC,fry,NA,NA,44,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1062,20TJ1062,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1063,20TJ1063,SRC,fry,NA,NA,34,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1064,20TJ1064,SRC,fry,NA,NA,45,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1065,20TJ1065,SRC,fry,NA,NA,42,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1066,20TJ1066,SRC,fry,NA,NA,40,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1067,20TJ1067,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1068,20TJ1068,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1069,20TJ1069,SRC,fry,NA,NA,40,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1070,20TJ1070,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1071,20TJ1071,SRC,fry,NA,NA,47,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1072,20TJ1072,SRC,fry,NA,NA,43,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1073,20TJ1073,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1074,20TJ1074,SRC,fry,NA,NA,34,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1075,20TJ1075,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1076,20TJ1076,SRC,fry,NA,NA,38,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1077,20TJ1077,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1078,20TJ1078,SRC,fry,NA,NA,45,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1079,20TJ1079,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1080,20TJ1080,SRC,fry,NA,NA,46,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1081,20TJ1081,SRC,fry,NA,NA,38,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1082,20TJ1082,SRC,fry,NA,NA,47,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1083,20TJ1083,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1084,20TJ1084,SRC,fry,NA,NA,40,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1085,20TJ1085,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1086,20TJ1086,SRC,fry,NA,NA,40,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
rock,NA,rock_NA,9/3/20,2020,NA,43.766932,-110.449461,43.76406,-110.44615,dip net,NA,20TJ1087,20TJ1087,SRC,fry,NA,NA,38,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1088,20TJ1088,SRC,fry,NA,NA,33,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1089,20TJ1089,SRC,fry,NA,NA,22,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1090,20TJ1090,SRC,fry,NA,NA,44,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1091,20TJ1091,SRC,fry,NA,NA,47,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1092,20TJ1092,SRC,fry,NA,NA,30,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1093,20TJ1093,SRC,fry,NA,NA,28,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1094,20TJ1094,SRC,fry,NA,NA,27,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1095,20TJ1095,SRC,fry,NA,NA,42,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1096,20TJ1096,SRC,fry,NA,NA,43,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1097,20TJ1097,SRC,fry,NA,NA,35,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1098,20TJ1098,SRC,fry,NA,NA,29,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1099,20TJ1099,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1100,20TJ1100,SRC,fry,NA,NA,32,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1101,20TJ1101,SRC,fry,NA,NA,21,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1102,20TJ1102,SRC,fry,NA,NA,32,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1103,20TJ1103,SRC,fry,NA,NA,29,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1104,20TJ1104,SRC,fry,NA,NA,29,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1105,20TJ1105,SRC,fry,NA,NA,26,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1106,20TJ1106,SRC,fry,NA,NA,33,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1107,20TJ1107,SRC,fry,NA,NA,29,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1108,20TJ1108,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1109,20TJ1109,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1110,20TJ1110,SRC,fry,NA,NA,21,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1111,20TJ1111,SRC,fry,NA,NA,30,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1112,20TJ1112,SRC,fry,NA,NA,30,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1113,20TJ1113,SRC,fry,NA,NA,35,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1114,20TJ1114,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1115,20TJ1115,SRC,fry,NA,NA,36,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1116,20TJ1116,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1117,20TJ1117,SRC,fry,NA,NA,34,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1118,20TJ1118,SRC,fry,NA,NA,28,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1119,20TJ1119,SRC,fry,NA,NA,27,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.75892,-110.60262,43.7618,-110.58931,dip net,NA,20TJ1120,20TJ1120,SRC,fry,NA,NA,21,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1121,20TJ1121,SRC,fry,NA,NA,44,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1122,20TJ1122,SRC,fry,NA,NA,44,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1123,20TJ1123,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1124,20TJ1124,SRC,fry,NA,NA,39,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1125,20TJ1125,SRC,fry,NA,NA,32,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1126,20TJ1126,SRC,fry,NA,NA,34,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
deadmansbar,NA,deadmansbar_NA,9/3/20,2020,NA,43.7618,-110.58931,43.76365,-110.58624,dip net,NA,20TJ1127,20TJ1127,SRC,fry,NA,NA,36,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1128,20TJ1128,SRC,fry,NA,NA,26,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1129,20TJ1129,SRC,fry,NA,NA,41,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1130,20TJ1130,SRC,fry,NA,NA,42,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1131,20TJ1131,SRC,fry,NA,NA,29,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1132,20TJ1132,SRC,fry,NA,NA,33,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1133,20TJ1133,SRC,fry,NA,NA,34,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1134,20TJ1134,SRC,fry,NA,NA,38,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1135,20TJ1135,SRC,fry,NA,NA,31,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1136,20TJ1136,SRC,fry,NA,NA,35,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1137,20TJ1137,SRC,fry,NA,NA,25,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1138,20TJ1138,SRC,fry,NA,NA,30,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1139,20TJ1139,SRC,fry,NA,NA,26,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1140,20TJ1140,SRC,fry,NA,NA,26,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,0,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1141,20TJ1141,SRC,fry,NA,NA,27,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1142,20TJ1142,SRC,fry,NA,NA,25,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
lowerbarbc,NA,lowerbarbc_NA,9/4/20,2020,NA,43.54541,-110.791722,43.545914,-110.782919,dip net,NA,20TJ1143,20TJ1143,SRC,fry,NA,NA,32,NA,NA,NA,NA,1,NA,MS222 (mort),NA,baseline,1,NA
